161460535|0311|BOS@PIT
161460536|1022|FLA@PIT
161460538|0313|WSH@PIT
161460540|1222|BUF@PIT
161460541|0121|ANA@PIT
161460542|0327|CAR@PIT
161460543|0126|NYI@PIT
161460544|0228|NYR@PIT
161460547|0103|EDM@PIT
161460549|1103|VGK@PIT
161460550|1206|SJS@PIT
161460552|1003|MTL@PIT
161460553|1130|CBJ@PIT
161460554|0401|NYI@PIT
161460555|0225|TOR@PIT
161460556|1218|SEA@PIT
161460557|0131|PHI@PIT
161460558|0202|TBL@PIT
161460559|1024|NSH@PIT
161460562|1215|TBL@PIT
161460565|0112|COL@PIT
161460569|0309|OTT@PIT
161460572|1125|CGY@PIT
161460573|1105|BOS@PIT
161460575|1119|STL@PIT
161460577|0325|NJD@PIT
161460578|1010|DAL@PIT
161460579|0314|DET@PIT
161460580|1205|NJD@PIT
161460581|1208|CHI@PIT
161460582|1029|UTA@PIT
161460586|1114|OTT@PIT
161460589|0123|VAN@PIT
161460590|0403|PHI@PIT
161460591|0101|MIN@PIT
161460592|1005|WPG@PIT
161460596|1217|LAK@PIT
161461285|1024|BUF@WSH
161461286|0404|PIT@WSH
161461287|1114|NJD@WSH
161461288|0317|NYI@WSH
161461289|1217|DET@WSH
161461290|1119|BUF@WSH
161461291|0119|MTL@WSH
161461292|1201|VAN@WSH
161461293|0112|VGK@WSH
161461294|0403|CBJ@WSH
161461296|1009|NYR@WSH
161461297|0223|NYR@WSH
161461298|1028|PHI@WSH
161461299|1007|PIT@WSH
161461300|0303|CAR@WSH
161461301|1017|NJD@WSH
161461302|1107|FLA@WSH
161461303|1014|MTL@WSH
161461304|0122|NYI@WSH
161461306|0104|TOR@WSH
161461307|0323|DET@WSH
161461308|0202|WPG@WSH
161461311|1020|LAK@WSH
161461312|0116|COL@WSH
161461313|0315|TBL@WSH
161461314|1011|SEA@WSH
161461315|0216|ANA@WSH
161461316|0114|CAR@WSH
161461317|1125|PHI@WSH
161461318|1219|STL@WSH
161461320|0309|CGY@WSH
161461321|1127|FLA@WSH
161461325|0102|OTT@WSH
161461326|0326|BOS@WSH
161461328|1226|CBJ@WSH
161461330|1101|MIN@WSH
161461331|0330|CHI@WSH
161461338|1103|DAL@WSH
161461342|0219|SJS@WSH
161461343|0221|NSH@WSH
161461344|0214|UTA@WSH
161461346|1228|EDM@WSH
161462672|0919|VAN@SEA|P
161462749|0926|SEA@VAN|P
161463337|0213|NJD@PHI
161463338|1003|CAR@PHI
161463339|0410|WSH@PHI
161463341|0930|PIT@PHI
161463342|0128|LAK@PHI
161463343|1101|UTA@PHI
161463344|1017|OTT@PHI
161463345|1218|DET@PHI
161463351|0305|DAL@PHI
161463354|0220|NYR@PHI
161463356|0222|MTL@PHI
161463357|0121|NSH@PHI
161463358|1019|COL@PHI
161463359|1117|BUF@PHI
161463361|0110|CHI@PHI
161463363|1221|CBJ@PHI
161463364|0302|VGK@PHI
161463367|1011|CAR@PHI
161463368|0227|SJS@PHI
161463369|1203|NYI@PHI
161463370|0203|TBL@PHI
161463371|0307|STL@PHI
161463372|0401|WSH@PHI
161463374|0224|BUF@PHI
161463376|1211|CGY@PHI
161463377|0316|DET@PHI
161463378|1115|EDM@PHI
161463379|1024|ANA@PHI
161463382|1103|MIN@PHI
161463383|1013|SEA@PHI
161463386|0126|FLA@PHI
161463387|0107|TOR@PHI
161463393|0130|WPG@PHI
161463394|1127|VAN@PHI
161463398|1214|FLA@PHI
161463399|0116|MTL@PHI
161463762|1003|UTA@CBJ
161463764|0311|VAN@CBJ
161463765|1219|LAK@CBJ
161463766|0105|NYR@CBJ
161463768|0226|NJD@CBJ
161463770|1222|MTL@CBJ
161463771|1217|SEA@CBJ
161463772|1001|BUF@CBJ
161463773|0316|PIT@CBJ
161463774|1127|DET@CBJ
161463775|0211|OTT@CBJ
161463782|1114|PHI@CBJ
161463783|1020|TOR@CBJ
161463785|0130|DET@CBJ
161463788|1227|EDM@CBJ
161463789|0102|BOS@CBJ
161463791|0108|BUF@CBJ
161463792|0227|NYI@CBJ
161463794|0124|ANA@CBJ
161463795|0327|STL@CBJ
161463798|0313|SJS@CBJ
161463799|0301|CAR@CBJ
161463801|0128|WPG@CBJ
161463803|1013|FLA@CBJ
161463804|1024|VGK@CBJ
161463805|1110|FLA@CBJ
161463809|0325|CHI@CBJ
161463811|0220|NSH@CBJ
161463812|0408|PHI@CBJ
161463813|0406|WSH@CBJ
161463814|0121|CGY@CBJ
161463815|1112|TBL@CBJ
161463816|1105|DAL@CBJ
161463817|1103|COL@CBJ
161463818|1212|MTL@CBJ
161463820|1210|MIN@CBJ
161468102|0922|FLA@CAR|P
161468105|0924|NSH@CAR|P
161468127|0920|CAR@FLA|P
161468135|0926|CAR@NSH|P
161468327|0923|TOR@OTT|P
161468338|0926|MTL@OTT|P
161468406|0923|OTT@TOR|P
161468420|0926|OTT@MTL|P
161469993|0926|TBL@FLA|P
161469999|0924|FLA@TB|P
161470008|0920|NSH@TB|P
161470015|0922|TBL@NSH|P
161470376|0410|LAK@VGK
161470377|0402|EDM@VGK
161470378|0120|EDM@VGK
161470379|1010|LAK@VGK
161470380|1015|CGY@VGK
161470381|0226|ANA@VGK
161470383|1119|DAL@VGK
161470384|0109|SEA@VGK
161470385|0102|COL@VGK
161470386|1216|SJS@VGK
161470387|0313|NYR@VGK
161470388|0309|SJS@VGK
161470392|1117|DAL@VGK
161470393|0406|STL@VGK
161470394|1002|ANA@VGK
161470395|1115|VAN@VGK
161470396|1017|PIT@VGK
161470397|1030|NJD@VGK
161470398|1111|UTA@VGK
161470401|0315|WPG@VGK
161470403|0331|VAN@VGK
161470404|0929|CHI@VGK
161470405|0213|CGY@VGK
161470408|1027|OTT@VGK
161470409|1008|TOR@VGK
161470411|0122|BOS@VGK
161470412|0128|BUF@VGK
161470413|0215|DET@VGK
161470414|0224|FLA@VGK
161470416|1205|WPG@VGK
161470418|0130|WSH@VGK
161470419|1113|NSH@VGK
161470420|0107|MIN@VGK
161470424|1128|MTL@VGK
161470425|1221|CAR@VGK
161470426|0218|CBJ@VGK
161470430|1218|NYI@VGK
161470433|1231|STL@VGK
161470434|1203|UTA@VGK
161470435|1020|TBL@VGK
161470858|0929|VAN@EDM
161470873|1003|SEA@EDM
161470887|1015|UTA@EDM
161475831|1114|CGY@LA
161475832|0220|SEA@LA
161475833|0215|CGY@LA
161475834|0121|EDM@LA
161475835|1212|VAN@LA
161475836|0329|VAN@LA
161475839|0318|CAR@LA
161475840|0113|STL@LA
161475841|0301|ANA@LA
161475842|0408|VGK@LA
161475843|0307|COL@LA
161475846|0331|WPG@LA
161475848|1031|BUF@LA
161475851|0109|DAL@LA
161475854|1226|UTA@LA
161475856|0111|NYR@LA
161475858|1230|TOR@LA
161475860|0305|CBJ@LA
161475861|1112|NYI@LA
161475862|1110|NSH@LA
161475863|1029|OTT@LA
161475865|1013|EDM@LA
161475867|0102|NJD@LA
161475868|0106|WSH@LA
161475869|0303|TBL@LA
